ID,year,loan_limit,Gender,approv_in_adv,loan_type,loan_purpose,Credit_Worthiness,open_credit,business_or_commercial,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term,Neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,Secured_by,total_units,income,credit_type,Credit_Score,co-applicant_credit_type,age,submission_of_application,LTV,Region,Security_Type,Status,dtir1
53520,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,186500,,,,360,neg_amm,not_int,not_lpsm,288000,sb,pr,home,1U,3960,CIB,565,CIB,45-54,to_inst,64.75694444,North,direct,1,24
53521,2019,cf,Male,pre,type1,p3,l1,nopc,nob/c,266500,4.5,0.8142,4825,360,not_neg,not_int,not_lpsm,378000,sb,pr,home,1U,7440,CRIF,885,CIB,35-44,to_inst,70.5026455,North,direct,0,42
53522,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,116500,4.99,0.9689,3125,360,not_neg,int_only,not_lpsm,148000,sb,pr,home,1U,2820,CIB,695,CIB,55-64,to_inst,78.71621622,south,direct,0,38
53523,2019,cf,Male,pre,type1,p1,l1,nopc,nob/c,266500,4.375,0.736,5325,360,not_neg,not_int,not_lpsm,358000,sb,ir,home,1U,16500,CIB,752,CIB,35-44,to_inst,74.44134078,North,direct,0,21
53524,2019,cf,Female,,type1,p3,l1,nopc,nob/c,96500,4.25,1.0562,3774,360,not_neg,int_only,not_lpsm,118000,sb,pr,home,1U,2580,CRIF,662,CIB,65-74,to_inst,81.77966102,North,direct,0,49
53525,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,176500,3.375,0.7697,5600,180,not_neg,not_int,not_lpsm,358000,sb,pr,home,1U,7440,CIB,734,EXP,45-54,to_inst,49.30167598,south,direct,0,5
53526,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,126500,3.99,0.5807,4087.13,360,not_neg,not_int,not_lpsm,178000,sb,pr,home,1U,5520,CIB,688,EXP,>74,to_inst,71.06741573,central,direct,0,47
53527,2019,cf,Joint,nopre,type3,p3,l1,nopc,nob/c,206500,3.99,0.3774,4437,180,neg_amm,not_int,not_lpsm,238000,sb,pr,home,1U,4920,CRIF,667,EXP,55-64,to_inst,86.76470588,North,direct,0,44
53528,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,586500,4.25,0.8313,12994.59,360,not_neg,int_only,not_lpsm,838000,sb,pr,home,1U,7860,EXP,698,CIB,35-44,to_inst,69.98806683,south,direct,0,42
53529,2019,cf,Joint,nopre,type3,p3,l1,nopc,nob/c,286500,3.75,-0.1649,8351.88,360,not_neg,not_int,not_lpsm,408000,sb,pr,home,1U,3180,CIB,878,EXP,65-74,to_inst,70.22058824,North,direct,0,50
53530,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,146500,3.99,0.4617,3993.71,360,not_neg,not_int,not_lpsm,188000,sb,pr,home,1U,1980,CIB,848,CIB,65-74,to_inst,77.92553191,North,direct,0,40
53531,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,466500,2.99,-0.1926,2500,180,not_neg,not_int,not_lpsm,728000,sb,pr,home,1U,16260,CRIF,648,EXP,35-44,not_inst,64.07967033,south,direct,0,33
53532,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,316500,,,,180,not_neg,not_int,not_lpsm,,sb,pr,home,1U,7800,EQUI,626,EXP,55-64,to_inst,,North,direct,1,
53533,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,136500,4.25,0.7428,2852.73,180,not_neg,not_int,not_lpsm,298000,sb,pr,home,1U,3600,CIB,682,CIB,35-44,to_inst,45.80536913,North,direct,0,41
53534,2019,cf,Male,pre,type1,p3,l1,nopc,nob/c,426500,4.625,0.5994,2200,360,not_neg,not_int,not_lpsm,628000,sb,pr,home,1U,6900,CIB,689,CIB,55-64,to_inst,67.91401274,central,direct,0,44
53535,2019,cf,Joint,nopre,type3,p4,l1,nopc,nob/c,436500,3.25,-0.5366,0,360,not_neg,not_int,not_lpsm,508000,sb,pr,home,1U,,EXP,836,EXP,25-34,not_inst,85.92519685,North,direct,0,
53536,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,376500,4.56,0.3556,525.68,360,not_neg,not_int,not_lpsm,488000,sb,pr,home,1U,7440,EXP,878,EXP,45-54,not_inst,77.15163934,North,direct,0,36
53537,2019,cf,Male,nopre,type2,p1,l1,nopc,b/c,306500,4.625,1.8436,1115.27,360,not_neg,not_int,not_lpsm,318000,sb,pr,home,1U,6720,CIB,744,CIB,25-34,to_inst,96.3836478,North,direct,0,37
53538,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,76500,3.75,1.3689,3413.7,180,not_neg,not_int,not_lpsm,378000,sb,pr,home,1U,3900,CRIF,760,CIB,55-64,to_inst,20.23809524,south,direct,0,27
53539,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,556500,3.75,0.0671,7040.7,360,not_neg,not_int,not_lpsm,848000,sb,pr,home,1U,7380,CRIF,889,EXP,25-34,not_inst,65.625,south,direct,0,47
53540,2019,cf,Male,nopre,type2,p4,l1,nopc,b/c,186500,,,,360,not_neg,not_int,not_lpsm,238000,sb,pr,home,1U,,EXP,801,CIB,35-44,to_inst,78.36134454,North,direct,1,
53541,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,246500,4.625,1.3433,6982.66,360,not_neg,not_int,not_lpsm,718000,sb,ir,home,1U,10560,CIB,638,EXP,45-54,to_inst,34.33147632,south,direct,0,46
53542,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,346500,3.75,0.2179,2639.76,360,not_neg,not_int,not_lpsm,398000,sb,pr,home,1U,6600,CIB,821,EXP,35-44,not_inst,87.06030151,North,direct,0,21
53543,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,526500,,,,360,not_neg,not_int,not_lpsm,808000,sb,pr,home,1U,9600,CRIF,569,EXP,55-64,not_inst,65.16089109,North,direct,1,44
53544,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,366500,3.875,0.1933,3890,360,not_neg,not_int,not_lpsm,498000,sb,pr,home,1U,11280,EXP,731,EXP,35-44,to_inst,73.59437751,North,direct,0,39
53545,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,106500,,,,360,not_neg,not_int,not_lpsm,188000,sb,ir,home,1U,6780,CRIF,669,CIB,45-54,to_inst,56.64893617,North,direct,1,49
53546,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,256500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,5760,EQUI,877,EXP,55-64,to_inst,,south,direct,1,
53547,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,136500,3.99,0.6077,3832.65,360,not_neg,not_int,not_lpsm,328000,sb,pr,home,1U,2220,CRIF,893,CIB,35-44,not_inst,41.61585366,central,direct,0,36
53548,2019,cf,Female,nopre,type1,p1,l2,nopc,nob/c,286500,4.5,0.1712,891.61,360,not_neg,not_int,not_lpsm,448000,sb,ir,home,1U,24360,CIB,528,CIB,55-64,not_inst,63.95089286,south,direct,0,46
53549,2019,cf,Joint,pre,type1,p1,l1,nopc,nob/c,326500,,,,360,not_neg,not_int,not_lpsm,,sb,ir,home,1U,10620,EQUI,808,EXP,65-74,not_inst,,North,direct,1,
53550,2019,cf,Female,nopre,type2,p1,l1,nopc,b/c,106500,4.5,1.2059,532.4,360,not_neg,not_int,not_lpsm,138000,sb,pr,home,1U,1740,EXP,739,CIB,35-44,not_inst,77.17391304,North,direct,0,38
53551,2019,ncf,Joint,nopre,type1,p3,l1,nopc,nob/c,506500,3.375,0.276,3156.5,180,not_neg,not_int,not_lpsm,1128000,sb,sr,home,1U,12000,CRIF,577,EXP,55-64,to_inst,44.90248227,North,direct,0,49
53552,2019,cf,Male,nopre,type3,p4,l1,nopc,nob/c,176500,2.875,-0.6937,0,360,not_neg,not_int,not_lpsm,198000,sb,pr,home,1U,,EXP,692,CIB,55-64,to_inst,89.14141414,North,direct,0,
53553,2019,cf,Joint,pre,type1,p4,l1,nopc,nob/c,466500,3.875,0.1599,3590.85,360,not_neg,not_int,not_lpsm,758000,sb,pr,home,2U,11700,EXP,513,EXP,45-54,not_inst,61.54353562,North,direct,0,25
53554,2019,cf,Sex Not Available,nopre,type3,p1,l1,nopc,nob/c,306500,4.125,0.5173,2970,360,not_neg,not_int,not_lpsm,298000,sb,pr,home,1U,3180,CIB,524,CIB,25-34,to_inst,102.852349,south,direct,0,44
53555,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,336500,,,,300,neg_amm,int_only,not_lpsm,,sb,pr,home,1U,5340,EQUI,621,EXP,55-64,to_inst,,south,direct,1,
53556,2019,cf,Male,pre,type1,p1,l1,nopc,nob/c,396500,3.875,-0.1255,595,360,not_neg,not_int,not_lpsm,498000,sb,pr,home,1U,14700,EXP,875,CIB,45-54,to_inst,79.6184739,North,direct,0,23
53557,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,416500,3.375,-0.164,5892,300,not_neg,not_int,not_lpsm,758000,sb,pr,home,1U,14160,CRIF,869,EXP,45-54,not_inst,54.94722955,south,direct,0,17
53558,2019,cf,Joint,pre,type1,p1,l1,nopc,nob/c,136500,4.75,0.6537,1150,360,not_neg,not_int,not_lpsm,158000,sb,sr,home,1U,6180,CIB,704,EXP,65-74,to_inst,86.39240506,North,direct,0,44
53559,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,476500,3.5,-0.0952,0,360,not_neg,not_int,not_lpsm,888000,sb,pr,home,1U,8700,CRIF,642,EXP,45-54,not_inst,53.65990991,North,direct,0,36
53560,2019,cf,Joint,nopre,type2,p3,l1,nopc,b/c,836500,3.49,0.7753,0,360,not_neg,not_int,not_lpsm,1168000,sb,pr,home,2U,14220,CRIF,665,EXP,35-44,not_inst,71.61815068,North,direct,0,30
53561,2019,cf,Joint,pre,type1,p1,l1,nopc,nob/c,166500,4.5,0.8748,3792.5,360,not_neg,not_int,not_lpsm,188000,sb,pr,home,1U,7020,CRIF,656,EXP,25-34,to_inst,88.56382979,North,direct,0,32
53562,2019,cf,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,446500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,9120,EQUI,763,EXP,45-54,to_inst,,south,direct,1,
53563,2019,ncf,Joint,nopre,type3,p3,l1,nopc,nob/c,506500,3.99,-0.048,5030,360,not_neg,not_int,not_lpsm,698000,sb,pr,home,1U,4380,EXP,894,EXP,65-74,to_inst,72.56446991,North,direct,0,54
53564,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,446500,,,,360,not_neg,not_int,not_lpsm,908000,sb,pr,home,1U,6720,CIB,804,CIB,65-74,to_inst,49.17400881,North,direct,1,36
53565,2019,cf,Joint,nopre,type2,p3,l1,nopc,b/c,176500,3.625,0.9913,4821.44,360,not_neg,not_int,not_lpsm,218000,sb,pr,home,1U,4200,CIB,875,EXP,45-54,to_inst,80.96330275,North,direct,0,38
53566,2019,cf,Female,nopre,type1,p1,l1,nopc,nob/c,466500,4.75,0.4332,1840,360,not_neg,not_int,not_lpsm,578000,sb,pr,home,1U,9300,CRIF,623,EXP,25-34,to_inst,80.70934256,south,direct,0,28
53567,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,156500,,,,300,not_neg,not_int,not_lpsm,,sb,pr,home,1U,3960,EQUI,654,EXP,55-64,to_inst,,south,direct,1,
53568,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,176500,3.99,0.3585,4522.23,360,not_neg,int_only,not_lpsm,238000,sb,pr,home,1U,2040,EXP,708,CIB,65-74,to_inst,74.15966387,south,direct,0,49
53569,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,166500,3.99,1.2938,4660.68,180,not_neg,not_int,lpsm,218000,sb,pr,home,1U,4080,CIB,654,CIB,65-74,to_inst,76.37614679,south,direct,0,20
53570,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,486500,4.5,0.362,3095.2,360,not_neg,not_int,not_lpsm,658000,sb,ir,home,1U,8220,CRIF,863,CIB,25-34,not_inst,73.93617021,North,direct,0,49
53571,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,546500,4.18,0.4424,16904.05,360,not_neg,not_int,not_lpsm,968000,sb,pr,home,1U,6840,EXP,737,CIB,65-74,to_inst,56.45661157,south,direct,0,43
53572,2019,cf,Male,pre,type3,p1,l1,nopc,nob/c,486500,3.5,-0.2082,4840,360,not_neg,not_int,not_lpsm,488000,sb,pr,home,1U,9780,CRIF,558,CIB,45-54,to_inst,99.69262295,south,direct,0,44
53573,2019,cf,Sex Not Available,,type1,p3,l1,nopc,nob/c,226500,5.25,1.4553,7580,360,not_neg,not_int,not_lpsm,328000,sb,ir,home,1U,10680,EXP,619,CIB,45-54,to_inst,69.05487805,south,direct,0,36
53574,2019,cf,Male,pre,type1,p1,l1,nopc,nob/c,426500,4.5,0.324,1025,360,not_neg,not_int,not_lpsm,458000,sb,pr,home,1U,5880,CIB,854,CIB,25-34,not_inst,93.12227074,south,direct,0,42
53575,2019,ncf,Sex Not Available,pre,type1,p3,l1,nopc,nob/c,86500,4.625,1.141,3042,360,not_neg,not_int,not_lpsm,168000,sb,pr,home,1U,1320,CRIF,505,CIB,25-34,to_inst,51.48809524,south,direct,0,44
53576,2019,cf,Sex Not Available,nopre,type1,p4,l2,nopc,nob/c,526500,3.375,-0.2358,6543.31,360,not_neg,not_int,not_lpsm,1258000,sb,pr,home,1U,14100,CIB,596,EXP,45-54,not_inst,41.85214626,south,direct,0,21
53577,2019,cf,Female,pre,type2,p3,l1,nopc,b/c,66500,3.875,1.1671,2101.91,360,not_neg,not_int,not_lpsm,108000,sb,pr,home,1U,3060,CRIF,849,CIB,55-64,to_inst,61.57407407,North,direct,0,6
53578,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,376500,3.625,0.6044,1625,180,not_neg,not_int,not_lpsm,498000,sb,pr,home,1U,8520,EXP,653,EXP,55-64,to_inst,75.60240964,south,direct,0,34
53579,2019,cf,Male,pre,type3,p3,l1,nopc,nob/c,176500,3.5,1.3502,5686.13,180,not_neg,not_int,not_lpsm,218000,sb,pr,home,1U,4260,CIB,524,CIB,55-64,to_inst,80.96330275,central,direct,0,25
53580,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,86500,3.99,0.5917,3069.59,360,not_neg,not_int,not_lpsm,158000,sb,pr,home,1U,5040,CIB,579,EXP,45-54,to_inst,54.74683544,south,direct,0,36
53581,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,366500,4.56,0.0009,3841.52,360,not_neg,not_int,not_lpsm,628000,sb,pr,home,1U,7080,CRIF,690,CIB,45-54,to_inst,58.35987261,North,direct,0,31
53582,2019,cf,Female,pre,type1,p3,l1,nopc,nob/c,366500,4.99,1.0391,4750,360,not_neg,not_int,not_lpsm,458000,sb,pr,home,1U,8280,CRIF,646,EXP,65-74,to_inst,80.02183406,North,direct,0,30
53583,2019,cf,Sex Not Available,pre,type3,p3,l1,nopc,nob/c,456500,,,,360,not_neg,not_int,not_lpsm,478000,sb,pr,home,1U,6780,CRIF,688,CIB,55-64,to_inst,95.50209205,south,direct,1,54
53584,2019,cf,Male,nopre,type3,p4,l1,nopc,nob/c,556500,3.625,-0.0225,0,360,not_neg,not_int,not_lpsm,708000,sb,pr,home,1U,,EXP,838,CIB,45-54,not_inst,78.60169492,North,direct,0,
53585,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,456500,3.5,-0.1125,77.41,360,not_neg,not_int,not_lpsm,578000,sb,pr,home,1U,5400,CIB,851,EXP,55-64,not_inst,78.97923875,south,direct,0,41
53586,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,426500,3.69,-0.0239,4400,360,not_neg,not_int,not_lpsm,558000,sb,pr,home,1U,7860,EXP,534,CIB,55-64,not_inst,76.43369176,North,direct,0,29
53587,2019,ncf,Female,nopre,type1,p4,l1,nopc,nob/c,496500,3.75,0.1621,1250,180,not_neg,not_int,not_lpsm,618000,sb,pr,home,1U,9660,CIB,733,CIB,65-74,to_inst,80.33980583,North,direct,0,40
53588,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,646500,4,-0.3078,540.76,360,not_neg,not_int,not_lpsm,848000,sb,pr,home,1U,10200,EXP,584,CIB,45-54,not_inst,76.23820755,North,direct,0,31
53589,2019,cf,Male,nopre,type3,p4,l1,nopc,nob/c,676500,3.625,-0.403,0,360,not_neg,not_int,not_lpsm,678000,sb,pr,home,1U,,CRIF,578,CIB,45-54,not_inst,99.77876106,North,direct,0,
53590,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,486500,,,,360,not_neg,not_int,not_lpsm,668000,sb,ir,home,1U,13560,CIB,723,EXP,55-64,not_inst,72.82934132,North,direct,1,27
53591,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,636500,4.5,0.2192,1514.6,360,not_neg,not_int,not_lpsm,1308000,sb,ir,home,1U,28800,CIB,712,CIB,45-54,not_inst,48.66207951,North,direct,0,46
53592,2019,cf,Male,pre,type1,p4,l1,nopc,nob/c,286500,4.375,0.898,1690,360,not_neg,not_int,not_lpsm,318000,sb,pr,home,1U,7440,CRIF,787,CIB,35-44,not_inst,90.09433962,south,direct,0,30
53593,2019,cf,Female,nopre,type1,p1,l1,nopc,nob/c,256500,,,,360,neg_amm,not_int,not_lpsm,278000,sb,pr,home,1U,3180,EXP,545,CIB,>74,to_inst,92.26618705,central,direct,1,42
53594,2019,cf,Male,pre,type3,p1,l1,nopc,nob/c,316500,3.99,0.4793,2300,360,not_neg,int_only,not_lpsm,308000,sb,pr,home,2U,3840,EXP,538,CIB,25-34,to_inst,102.7597403,North,direct,0,37
53595,2019,,Female,nopre,type2,p3,l1,nopc,b/c,166500,4.75,1.8437,1850.84,360,not_neg,not_int,not_lpsm,208000,sb,pr,home,1U,2940,CRIF,520,CIB,55-64,to_inst,80.04807692,North-East,direct,0,51
53596,2019,cf,Male,nopre,type3,p3,l1,nopc,nob/c,206500,4.25,0.3619,3000,180,not_neg,not_int,not_lpsm,318000,sb,pr,home,1U,6360,CRIF,588,EXP,55-64,to_inst,64.93710692,south,direct,0,37
53597,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,436500,3.625,0.2525,7652.5,180,not_neg,not_int,not_lpsm,628000,sb,pr,home,1U,13320,EXP,548,EXP,45-54,to_inst,69.50636943,North,direct,0,39
53598,2019,cf,Male,nopre,type3,p3,l1,nopc,nob/c,406500,4.99,0.7325,1521.5,360,not_neg,not_int,not_lpsm,408000,sb,pr,home,1U,5820,CRIF,810,CIB,55-64,to_inst,99.63235294,central,direct,0,53
53599,2019,cf,Female,nopre,type1,p1,l1,nopc,nob/c,716500,3.99,0.3505,7082.75,360,not_neg,not_int,not_lpsm,748000,sb,pr,home,1U,9480,CIB,803,EXP,25-34,not_inst,95.78877005,south,direct,0,40
53600,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,406500,,,,360,not_neg,not_int,not_lpsm,,sb,ir,home,1U,12900,EQUI,670,EXP,45-54,not_inst,,North,direct,1,
53601,2019,cf,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,426500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,9180,EQUI,744,EXP,25-34,not_inst,,south,direct,1,
53602,2019,ncf,Joint,nopre,type1,p3,l1,nopc,nob/c,756500,3.875,0.1211,1250,360,not_neg,not_int,not_lpsm,1128000,sb,pr,home,1U,16500,CRIF,544,EXP,45-54,to_inst,67.06560284,central,direct,0,26
53603,2019,cf,Joint,nopre,type2,p4,l1,nopc,b/c,666500,3.375,0.8116,,360,not_neg,not_int,not_lpsm,688000,sb,pr,home,1U,,EXP,508,EXP,45-54,not_inst,96.875,central,direct,0,
53604,2019,cf,Sex Not Available,pre,type1,p1,l1,nopc,nob/c,396500,3.625,0.1256,5165,360,not_neg,not_int,not_lpsm,438000,sb,pr,home,1U,11460,EXP,523,CIB,55-64,to_inst,90.52511416,south,direct,0,29
53605,2019,cf,Male,pre,type1,p4,l1,nopc,nob/c,226500,,,,240,not_neg,not_int,not_lpsm,238000,sb,pr,home,1U,3480,CRIF,680,CIB,45-54,to_inst,95.16806723,south,direct,1,49
53606,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,316500,4.25,0.1581,295,360,not_neg,not_int,not_lpsm,388000,sb,pr,home,1U,12180,CRIF,631,EXP,65-74,to_inst,81.57216495,North,direct,0,35
53607,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,126500,,,,360,not_neg,not_int,not_lpsm,158000,sb,pr,home,1U,9060,CIB,857,EXP,<25,to_inst,80.06329114,North,direct,1,18
53608,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,346500,3.875,0.3988,8108,360,not_neg,not_int,not_lpsm,498000,sb,pr,home,1U,6060,CIB,755,EXP,55-64,to_inst,69.57831325,North,direct,0,32
53609,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,516500,5.125,1.006,4055.63,360,not_neg,not_int,not_lpsm,688000,sb,pr,home,2U,8340,EXP,843,CIB,35-44,not_inst,75.07267442,North,direct,0,43
53610,2019,cf,Joint,nopre,type3,p3,l1,nopc,nob/c,336500,,,,360,neg_amm,not_int,not_lpsm,358000,sb,pr,home,1U,2580,CIB,630,EXP,65-74,to_inst,93.99441341,North,direct,1,55
53611,2019,,Female,nopre,type2,p1,l1,nopc,b/c,146500,4.125,1.2578,1568.56,360,not_neg,not_int,not_lpsm,158000,sb,pr,home,1U,2520,EXP,768,CIB,25-34,not_inst,92.72151899,central,direct,0,44
53612,2019,cf,Sex Not Available,nopre,type2,p3,l1,nopc,b/c,356500,,,,360,not_neg,not_int,not_lpsm,438000,sb,pr,home,1U,3660,CRIF,538,CIB,55-64,to_inst,81.39269406,south,direct,1,48
53613,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,506500,3.99,0.4326,0,360,neg_amm,not_int,not_lpsm,648000,sb,pr,home,1U,8700,EXP,631,EXP,55-64,not_inst,78.16358025,south,direct,0,37
53614,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,296500,3.75,-0.1324,8345.25,360,not_neg,not_int,not_lpsm,448000,sb,pr,home,1U,4260,CRIF,540,EXP,55-64,to_inst,66.18303571,North,direct,0,49
53615,2019,cf,Sex Not Available,nopre,type1,p2,l1,nopc,nob/c,256500,4.375,0.4934,6082.5,360,not_neg,not_int,not_lpsm,848000,sb,pr,home,1U,12300,CRIF,837,CIB,>74,to_inst,30.24764151,North,direct,0,37
53616,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,446500,3.875,0.2944,0,360,not_neg,not_int,not_lpsm,478000,sb,pr,home,1U,6000,CIB,524,CIB,25-34,not_inst,93.41004184,North,direct,0,32
53617,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,156500,4.875,0.9826,2650,360,neg_amm,not_int,not_lpsm,558000,sb,pr,home,1U,3900,CRIF,818,CIB,35-44,to_inst,28.04659498,North-East,direct,0,41
53618,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,76500,3.99,1.2165,3218.75,180,not_neg,not_int,not_lpsm,138000,sb,pr,home,1U,1620,EXP,507,CIB,65-74,to_inst,55.43478261,south,direct,0,44
53619,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,576500,,,,240,not_neg,not_int,lpsm,758000,sb,pr,home,1U,8400,CIB,630,CIB,45-54,to_inst,76.05540897,North,direct,1,43
53620,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,216500,4.125,0.1566,5187.5,360,neg_amm,not_int,not_lpsm,308000,sb,pr,home,1U,3840,CRIF,563,EXP,55-64,to_inst,70.29220779,North,direct,0,47
53621,2019,cf,Joint,nopre,type1,p1,l2,nopc,nob/c,306500,7.75,2.5851,2303.13,360,not_neg,not_int,not_lpsm,418000,sb,pr,home,1U,9360,EXP,889,EXP,45-54,to_inst,73.32535885,North,direct,0,32
53622,2019,cf,Joint,nopre,type2,p4,l1,nopc,b/c,366500,,,,360,not_neg,int_only,not_lpsm,,sb,pr,home,1U,0,EQUI,633,EXP,25-34,to_inst,,central,direct,1,
53623,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,286500,4.125,0.4309,2255.54,360,not_neg,not_int,not_lpsm,408000,sb,ir,home,1U,9960,EXP,684,CIB,35-44,not_inst,70.22058824,south,direct,0,6
53624,2019,cf,Joint,nopre,type2,p1,l1,nopc,b/c,566500,3.99,1.1952,0,360,not_neg,int_only,not_lpsm,578000,sb,pr,home,1U,6480,CIB,881,EXP,35-44,not_inst,98.01038062,North,direct,0,58
53625,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,166500,4.75,0.2634,768.75,360,not_neg,not_int,not_lpsm,228000,sb,sr,home,1U,7680,EXP,754,CIB,45-54,to_inst,73.02631579,south,direct,0,45
53626,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,146500,4.5,0.6564,3657.97,360,not_neg,not_int,not_lpsm,268000,sb,pr,home,1U,1920,CRIF,639,EXP,65-74,to_inst,54.6641791,North,direct,0,40
53627,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,186500,3.99,0.4938,3075.95,300,not_neg,not_int,not_lpsm,248000,sb,pr,home,1U,4440,CRIF,579,EXP,55-64,to_inst,75.2016129,North,direct,0,37
53628,2019,,Male,nopre,type1,p1,l1,nopc,nob/c,166500,4.99,1.4606,4872,360,not_neg,not_int,not_lpsm,208000,sb,ir,home,1U,6540,CRIF,715,CIB,35-44,to_inst,80.04807692,North,direct,0,36
53629,2019,cf,Joint,nopre,type3,p3,l1,nopc,nob/c,506500,3.99,-0.0512,2508.27,360,not_neg,not_int,not_lpsm,578000,sb,pr,home,1U,6720,EXP,538,EXP,35-44,not_inst,87.62975779,central,direct,0,49
53630,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,116500,3.99,1.4014,3053.75,180,not_neg,int_only,not_lpsm,258000,sb,pr,home,1U,4620,EXP,703,EXP,55-64,to_inst,45.15503876,south,direct,0,27
53631,2019,,Male,nopre,type1,p1,l1,nopc,nob/c,486500,4.25,0.2925,2362.91,360,not_neg,not_int,not_lpsm,568000,sb,pr,home,1U,5400,EXP,616,CIB,45-54,not_inst,85.65140845,North,direct,0,41
53632,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,236500,3.99,0.398,6494.75,360,not_neg,not_int,not_lpsm,318000,sb,pr,home,1U,4020,CIB,516,CIB,45-54,to_inst,74.37106918,south,direct,0,36
53633,2019,ncf,Male,nopre,type1,p3,l1,nopc,nob/c,486500,,,,180,not_neg,not_int,not_lpsm,668000,sb,pr,home,1U,11100,EXP,619,CIB,55-64,to_inst,72.82934132,North,direct,1,32
53634,2019,ncf,Female,nopre,type1,p4,l1,nopc,nob/c,296500,4,-0.017,0,360,not_neg,not_int,not_lpsm,398000,sb,pr,home,1U,5940,CIB,605,CIB,35-44,not_inst,74.49748744,south,direct,0,37
53635,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,576500,3.625,-0.1455,,360,not_neg,not_int,lpsm,728000,sb,pr,home,1U,11400,CIB,803,CIB,35-44,to_inst,79.18956044,south,direct,0,33
53636,2019,cf,Female,pre,type1,p1,l1,nopc,nob/c,216500,3.875,0.2731,3490,360,not_neg,not_int,not_lpsm,278000,sb,pr,home,1U,2820,EXP,662,CIB,65-74,to_inst,77.87769784,North,direct,0,41
